COLETA ID,ID FAZENDA,ID ROTA,DATA,VOLUME,TEMPERATURA,GORDURA,PROTEINA,ACIDEZ,OBSERVACAO
1156,211,19,2023-01-11,4016.5,5.9,,3.7,15.42,Digitado manual
1157,152,19,2023-01-11,2849.77,8.1,4.58,2.8,19.98,Digitado manual
1161,94,17,2023-01-11,2297.09,7.4,4.46,3.99,14.09,Revisar valor
1162,90,14,2023-01-11,4573.14,8.8,3.35,2.86,19.42,Revisar valor
1163,185,6,2023-01-11,707.32,7.3,4.58,3.11,19.41,Digitado manual
1165,215,1,11/01/2023,737.39,7.8,4.56,3.91,18.89,
1167,17,17,11/01/2023,2941.22,5.0,4.35,2.83,16.51,
1169,190,19,2023-01-11,4476.75,4.2,4.68,3.41,18.51,
1172,1,15,2023-01-11,3669.75,6.6,4.65,3.02,19.31,Revisar valor
1175,184,19,11/01/2023,800.28,9.7,3.66,3.64,14.25,
1178,243,8,2023-01-11,1181.94,3.7,5.24,,15.53,Digitado manual
1184,128,19,2023-01-11,1695.76,4.5,3.23,3.11,17.96,Revisar valor
1186,199,2,11/01/2023,537.84,3.8,4.88,3.27,15.49,Revisar valor
1188,59,19,11/01/2023,852.26,,5.3,3.62,19.42,Digitado manual
1189,117,14,2023-01-11,3144.27,2.4,,3.75,16.54,Revisar valor
1190,31,1,2023-01-11,3830.08,6.6,3.77,3.06,,Digitado manual
1192,71,20,11/01/2023,720.31,6.9,3.13,3.61,15.12,
1197,84,3,2023-01-11,987.73,3.2,3.41,3.1,19.31,Revisar valor
1198,139,13,11/01/2023,2264.4,8.9,4.15,3.78,19.9,
1200,100,12,11/01/2023,4733.95,4.3,4.85,3.81,14.84,
1201,79,10,11/01/2023,4686.34,8.2,4.84,3.62,18.89,Digitado manual
1203,219,3,2023-01-11,2021.63,9.2,3.03,3.76,18.7,Revisar valor
1206,20,3,11/01/2023,2476.02,8.7,3.43,3.9,15.57,
1210,124,16,11/01/2023,2509.96,2.8,4.7,3.08,19.17,
1214,93,17,11/01/2023,210.14,5.1,3.29,3.41,18.03,Digitado manual
1216,42,11,11/01/2023,4509.16,7.2,3.21,2.86,16.53,Digitado manual
1224,154,3,11/01/2023,2258.02,6.6,3.06,2.95,14.8,
1226,233,5,11/01/2023,4507.15,9.5,3.9,3.97,16.92,Digitado manual
1227,114,16,11/01/2023,633.02,4.4,4.96,3.61,17.31,Digitado manual
1232,6,17,2023-01-11,4349.68,3.3,3.82,,14.53,
1236,213,15,11/01/2023,1291.58,2.4,,2.89,,Digitado manual
1238,136,18,11/01/2023,2705.13,6.6,4.03,3.11,18.6,
1244,2,9,11/01/2023,454.75,7.6,4.12,2.9,14.96,Revisar valor
1252,179,13,11/01/2023,4180.32,4.3,3.54,3.67,19.38,
1253,104,2,2023-01-11,1531.68,9.0,4.27,3.71,17.26,Digitado manual
1256,95,2,2023-01-11,4587.23,2.6,4.1,3.73,19.98,Digitado manual
1259,226,10,2023-01-11,824.04,2.8,3.46,3.02,18.21,
1261,166,18,11/01/2023,226.97,6.4,,3.86,16.3,Digitado manual
1262,231,1,11/01/2023,4013.98,4.3,5.39,3.35,19.98,Digitado manual
1263,96,19,11/01/2023,4913.7,8.9,4.48,3.31,14.28,Revisar valor
1265,155,1,2023-01-11,318.39,9.3,5.0,3.07,14.04,Digitado manual
1268,122,16,11/01/2023,2931.08,3.3,3.95,3.65,18.64,Revisar valor
1271,207,10,12/01/2023,2089.84,6.6,4.96,2.84,16.35,Digitado manual
1274,220,5,2023-01-12,3538.05,2.8,4.28,2.85,19.69,Digitado manual
1276,18,11,2023-01-12,1465.61,8.4,4.8,3.14,19.75,Revisar valor
1278,97,13,2023-01-12,4272.03,2.2,3.67,3.73,18.14,Revisar valor
1279,156,13,2023-01-12,2597.02,6.7,4.99,3.73,17.81,
1281,131,5,2023-01-12,2268.36,2.6,3.92,3.89,19.55,Revisar valor
1282,149,3,2023-01-12,4601.91,8.5,4.0,3.74,16.29,Digitado manual
1288,85,16,12/01/2023,1446.86,2.4,4.61,3.58,14.15,Revisar valor
1289,80,5,12/01/2023,4023.84,3.8,4.13,3.28,15.13,
1291,14,2,2023-01-12,1762.32,2.3,4.21,3.68,15.12,Revisar valor
1297,185,13,2023-01-12,1880.04,,,3.02,18.73,Digitado manual
1298,194,7,12/01/2023,2627.2,5.0,4.23,2.92,19.71,Digitado manual
1299,231,18,2023-01-12,1266.85,7.1,3.22,3.6,16.61,Revisar valor
1301,1,17,12/01/2023,933.28,2.1,4.52,2.98,18.02,Revisar valor
1302,223,6,12/01/2023,940.56,3.4,4.01,3.79,19.96,
1305,55,3,12/01/2023,1755.0,3.8,4.0,3.74,15.38,
1306,158,3,12/01/2023,2472.93,4.5,4.19,3.1,15.05,
1307,76,9,2023-01-12,523.01,2.6,5.3,,19.6,
1309,33,1,12/01/2023,1009.89,2.6,4.24,3.59,14.44,Digitado manual
1310,161,20,2023-01-12,1369.52,5.2,4.62,3.48,15.29,Revisar valor
1311,59,3,12/01/2023,2554.64,8.4,3.46,3.27,16.76,Digitado manual
1312,35,20,2023-01-12,2968.52,5.8,3.88,3.92,18.11,Digitado manual
1315,16,10,2023-01-12,2902.59,5.8,3.0,3.47,15.86,
1318,72,15,12/01/2023,2912.22,5.5,4.59,2.96,15.34,Digitado manual
1319,244,1,12/01/2023,3534.66,3.4,3.4,3.3,15.8,Revisar valor
1321,195,9,2023-01-12,1632.98,9.0,3.73,3.65,18.75,
1322,168,20,12/01/2023,782.3,6.7,3.61,3.83,16.71,Digitado manual
1333,51,5,12/01/2023,4945.17,6.6,4.88,2.98,14.54,
1337,205,1,2023-01-12,-1181.17,3.8,4.17,3.63,16.57,Digitado manual
1338,204,14,12/01/2023,4677.51,3.1,4.52,3.18,14.34,Revisar valor
1340,177,5,2023-01-12,4763.65,6.3,5.37,3.77,,
1349,166,9,12/01/2023,4545.52,4.0,,3.83,14.68,Revisar valor
1353,174,9,2023-01-12,3982.51,7.0,3.99,3.05,17.59,
1359,165,3,2023-01-12,1277.36,8.6,5.13,3.79,16.23,
1360,129,12,12/01/2023,3381.18,6.3,4.36,3.99,14.05,Digitado manual
1362,107,16,12/01/2023,2936.08,5.5,3.61,3.19,16.33,
1364,201,3,2023-01-12,2293.37,,,3.0,15.3,Revisar valor
1365,105,17,2023-01-12,1550.74,9.3,5.15,2.91,16.68,Digitado manual
1368,181,4,12/01/2023,2811.06,2.0,3.82,3.09,15.41,Digitado manual
1372,60,13,12/01/2023,4094.36,3.4,3.62,3.96,19.84,Digitado manual
1373,164,7,12/01/2023,3386.36,9.2,3.38,3.82,15.34,Revisar valor
1376,162,20,2023-01-12,560.29,5.6,4.15,2.93,16.51,
1379,58,6,2023-01-12,3047.25,4.7,3.68,3.56,18.43,Revisar valor
1383,214,19,2023-01-12,3223.59,6.3,5.49,,,
1384,197,17,12/01/2023,3103.65,8.4,3.82,3.8,14.98,Digitado manual
1385,152,10,12/01/2023,2401.67,6.4,3.05,3.12,16.15,Revisar valor
1387,61,4,12/01/2023,3056.02,6.4,,3.91,,
1392,240,11,2023-01-12,407.68,9.6,5.32,3.25,14.23,Revisar valor
1394,21,7,2023-01-12,3123.14,9.5,3.74,3.11,19.4,Revisar valor
1396,208,10,2023-01-12,4186.1,4.7,3.25,3.83,14.02,Digitado manual
1397,68,3,2023-01-12,813.08,9.4,4.79,3.91,17.8,
1401,175,5,2023-01-12,3265.42,4.4,4.83,3.15,19.06,Revisar valor
1402,134,19,12/01/2023,2986.79,5.7,5.12,2.84,,Digitado manual
1405,95,3,2023-01-12,2863.29,4.5,4.73,3.8,15.96,Digitado manual
1407,106,13,2023-01-12,3729.06,9.5,3.99,3.98,18.88,Revisar valor
1409,9,18,2023-01-12,738.39,4.7,3.04,3.8,16.04,Revisar valor
1410,139,7,2023-01-13,3685.37,6.2,4.09,3.73,17.66,Revisar valor
1412,105,15,13/01/2023,4260.43,,3.79,3.31,15.25,Revisar valor
1413,170,11,13/01/2023,1993.61,8.0,3.05,,19.02,Revisar valor
1415,75,11,13/01/2023,1675.39,4.8,4.07,3.63,17.21,Digitado manual
1416,232,10,2023-01-13,2610.98,4.6,3.75,3.05,16.06,Digitado manual
1417,74,13,13/01/2023,3977.69,8.1,4.1,3.22,16.41,Digitado manual
1422,71,14,2023-01-13,1430.84,2.6,4.56,3.95,19.35,Digitado manual
1426,133,20,2023-01-13,3829.62,7.0,3.01,3.41,15.67,Digitado manual
1428,159,9,2023-01-13,4260.12,,5.42,3.95,18.73,Digitado manual
1436,95,16,13/01/2023,1079.99,8.7,,3.8,18.04,Revisar valor
1437,113,20,13/01/2023,678.46,2.4,3.96,3.63,16.85,
1439,144,12,13/01/2023,3662.92,3.6,,3.36,14.18,Digitado manual
1441,211,18,13/01/2023,969.19,8.5,4.86,2.89,14.86,Digitado manual
1447,147,12,2023-01-13,842.9,6.7,3.96,2.93,15.92,
1451,33,2,13/01/2023,611.62,5.2,4.91,3.72,15.21,
1453,190,17,13/01/2023,762.89,5.3,3.47,2.81,15.0,
1454,29,5,2023-01-13,2560.01,8.9,3.82,,14.12,
1459,19,17,2023-01-13,4116.49,4.2,4.09,3.67,16.67,
1461,191,9,13/01/2023,4869.34,8.4,3.17,3.72,16.47,Revisar valor
1471,36,1,2023-01-13,4290.23,2.9,3.59,3.66,19.9,Digitado manual
1474,245,5,13/01/2023,4673.04,8.8,3.19,3.86,16.45,Digitado manual
1479,21,18,2023-01-13,3139.8,6.4,,3.6,15.35,Digitado manual
1484,209,2,13/01/2023,3189.91,2.6,,3.16,18.88,
1487,173,11,13/01/2023,3253.44,8.9,4.57,3.95,16.03,
1491,109,4,13/01/2023,4415.87,,5.0,3.61,16.2,Digitado manual
1494,205,12,2023-01-13,295.63,2.5,3.3,3.98,18.18,Digitado manual
1500,234,10,2023-01-14,1092.5,10.0,4.07,3.33,18.1,Revisar valor
1501,128,7,14/01/2023,4738.86,9.5,4.37,3.37,16.15,Revisar valor
1502,108,17,2023-01-14,4486.96,8.7,4.02,2.84,19.51,Revisar valor
1503,67,6,2023-01-14,2088.24,2.5,3.93,2.81,18.12,
1507,130,6,2023-01-14,3697.49,3.4,4.21,2.89,16.23,
1509,207,2,14/01/2023,2139.91,5.0,5.09,2.81,18.84,
1510,150,19,14/01/2023,4512.75,,5.49,3.02,16.97,Digitado manual
1512,109,1,14/01/2023,3936.96,9.5,3.5,3.8,19.5,
1514,32,11,14/01/2023,3758.88,4.1,3.87,3.78,14.65,Revisar valor
1517,64,12,2023-01-14,997.78,9.8,3.66,,18.34,Revisar valor
1520,83,19,2023-01-14,356.36,9.3,3.43,3.95,15.04,
1523,222,6,14/01/2023,3923.67,4.4,5.3,2.96,14.16,Revisar valor
1526,140,3,2023-01-14,3022.39,9.3,4.49,3.57,19.41,
1530,127,3,2023-01-14,1117.05,4.8,,2.91,18.63,Digitado manual
1531,85,2,2023-01-14,3271.27,6.1,5.29,2.97,19.84,Digitado manual
1539,145,9,2023-01-14,2851.86,9.0,3.23,3.75,15.64,Digitado manual
1540,244,1,2023-01-14,2952.31,6.8,3.99,3.33,16.39,Digitado manual
1544,93,14,2023-01-14,732.31,,5.44,3.27,17.15,Revisar valor
1546,240,14,14/01/2023,4918.59,2.9,4.98,3.66,15.8,Digitado manual
1548,164,2,14/01/2023,2487.72,5.4,4.98,3.02,18.91,Revisar valor
1553,42,20,2023-01-14,258.02,4.7,3.84,3.38,15.05,Digitado manual
1558,199,6,14/01/2023,915.93,6.6,4.94,2.85,19.05,Revisar valor
1561,112,14,2023-01-14,851.07,5.3,5.28,3.73,18.63,
1562,95,7,2023-01-14,3305.81,6.0,4.49,3.26,17.44,Digitado manual
1565,193,15,2023-01-14,573.2,2.2,3.47,2.88,17.47,
1567,37,18,2023-01-14,4666.35,3.2,5.41,3.73,14.54,Digitado manual
1568,10,10,14/01/2023,4625.86,6.9,4.47,3.05,17.21,
1571,114,18,14/01/2023,4801.23,9.3,3.69,3.77,18.7,
1573,7,17,2023-01-14,746.71,6.6,5.26,3.26,19.29,Revisar valor
1574,118,17,14/01/2023,3669.02,,5.35,2.94,17.59,
1576,16,14,14/01/2023,921.07,6.4,4.93,3.81,19.68,Digitado manual
1578,180,4,2023-01-14,210.47,7.8,3.96,3.76,14.79,Digitado manual
1579,231,8,14/01/2023,2745.84,7.0,4.59,3.99,18.04,Digitado manual
1584,137,14,14/01/2023,1903.33,4.0,4.75,3.75,,
1590,125,18,2023-01-14,3022.34,4.0,4.38,3.97,16.78,
1593,160,15,2023-01-14,1590.05,9.4,4.54,2.88,18.45,
1603,171,10,2023-01-14,1207.84,7.9,5.13,3.82,17.65,Digitado manual
1610,200,7,2023-01-14,4060.51,6.7,3.4,3.68,16.23,
1616,57,19,2023-01-15,779.28,2.4,3.41,,,
1619,52,9,15/01/2023,3375.61,9.9,3.34,3.7,15.69,Revisar valor
1620,175,4,2023-01-15,1781.01,6.5,3.3,3.27,17.18,Digitado manual
1621,220,11,15/01/2023,4227.04,5.2,5.17,3.62,16.96,Digitado manual
1627,26,17,2023-01-15,4681.16,7.1,4.09,3.16,17.48,Revisar valor
1630,138,6,2023-01-15,4067.41,3.3,4.08,3.03,18.14,
1631,71,5,15/01/2023,2499.48,3.7,4.01,3.02,14.8,Digitado manual
1633,87,11,15/01/2023,1274.41,,3.6,3.49,19.95,
1636,88,20,15/01/2023,1753.32,7.0,5.4,2.8,18.73,Revisar valor
1637,42,14,15/01/2023,1224.53,9.9,3.38,3.34,15.22,Digitado manual
1643,31,7,15/01/2023,3013.75,9.8,4.43,3.49,15.67,Digitado manual
1652,176,1,2023-01-15,4441.25,8.9,4.11,3.76,17.26,
1654,41,13,15/01/2023,2596.46,4.6,3.9,2.92,15.53,Revisar valor
1661,174,11,2023-01-15,2537.5,9.9,3.27,3.53,15.79,Revisar valor
1663,122,11,2023-01-15,2950.58,6.7,4.37,,18.3,Digitado manual
1665,70,10,2023-01-15,4380.82,3.2,4.41,3.35,16.62,Revisar valor
1666,94,10,15/01/2023,1953.44,2.5,4.84,3.62,15.21,Digitado manual
1669,211,4,15/01/2023,1604.17,8.8,4.75,3.02,17.94,Revisar valor
1671,186,14,15/01/2023,4144.17,7.0,3.06,2.98,18.35,Digitado manual
1680,243,4,15/01/2023,4835.48,2.4,3.55,3.51,17.32,Revisar valor
1681,114,17,2023-01-15,1274.74,7.3,4.65,,,Revisar valor
1687,147,20,15/01/2023,4131.85,,4.6,3.34,14.32,Digitado manual
1689,63,14,15/01/2023,4133.13,9.6,3.17,2.96,15.31,
1690,148,12,15/01/2023,3377.14,6.7,4.13,3.52,14.88,Revisar valor
1692,108,8,2023-01-15,3284.16,3.8,3.94,3.25,17.76,Revisar valor
1694,236,19,2023-01-15,787.19,4.9,3.21,3.12,19.57,Revisar valor
1695,105,1,15/01/2023,-505.48,9.6,3.19,3.29,17.87,Digitado manual
1697,165,5,15/01/2023,4092.13,6.7,3.31,3.6,19.83,
1700,84,2,15/01/2023,1354.45,3.1,3.32,3.97,,Digitado manual
1707,193,18,2023-01-15,4641.73,5.2,4.33,3.49,18.53,Revisar valor
1708,99,9,15/01/2023,517.3,5.0,3.21,3.15,14.89,Digitado manual
1711,78,10,15/01/2023,2506.03,3.6,3.23,3.07,16.48,
1713,182,18,15/01/2023,2379.88,,5.16,3.59,18.85,Revisar valor
1715,167,1,2023-01-15,4723.43,7.4,3.35,2.91,14.92,Revisar valor
1716,143,3,2023-01-15,2505.92,4.0,,3.98,19.36,Digitado manual
1717,115,5,2023-01-15,3752.91,8.8,3.08,3.84,15.11,Revisar valor
1720,166,10,15/01/2023,1810.57,4.7,3.46,3.73,16.66,
1721,133,14,15/01/2023,1031.66,5.4,4.86,3.5,16.62,Digitado manual
1727,61,16,15/01/2023,3593.96,9.4,3.26,2.99,17.87,Revisar valor
1728,11,18,2023-01-15,4764.33,9.4,3.53,3.29,18.49,
1731,8,7,2023-01-16,3473.25,4.6,3.08,2.93,,Revisar valor
1733,6,16,16/01/2023,4604.68,7.3,4.71,,17.38,
1735,207,19,16/01/2023,1558.04,7.3,3.06,3.59,,Digitado manual
1736,54,14,2023-01-16,2742.26,8.8,4.01,2.84,19.26,
1746,198,20,2023-01-16,3002.0,4.2,5.27,3.53,19.89,Revisar valor
1753,209,11,16/01/2023,263.22,8.9,3.89,,,Revisar valor
1756,183,12,2023-01-16,4661.51,9.7,3.1,,,Revisar valor
1760,99,18,16/01/2023,3433.71,6.7,3.36,3.59,18.31,
1761,188,13,16/01/2023,4605.02,,5.04,3.95,18.71,Revisar valor
1763,147,17,2023-01-16,1630.58,6.9,3.04,2.86,16.76,
1767,32,17,2023-01-16,1402.55,,3.2,3.17,16.05,Revisar valor
1768,74,18,2023-01-16,2111.94,4.7,5.11,2.83,16.99,
1770,201,3,2023-01-16,1070.16,4.6,5.03,3.07,19.47,
1772,152,6,16/01/2023,2154.9,9.2,3.6,3.29,16.85,
1774,77,6,16/01/2023,4700.58,3.2,,3.49,15.27,Digitado manual
1775,206,20,2023-01-16,2549.16,,3.05,3.58,16.26,
1776,230,9,2023-01-16,1834.46,7.6,4.85,,16.7,Digitado manual
1786,163,18,2023-01-16,1201.72,7.7,4.65,3.62,17.42,Revisar valor
1788,100,15,16/01/2023,2086.01,8.9,5.18,3.77,19.96,Digitado manual
1789,180,8,16/01/2023,1858.05,5.9,4.68,3.7,19.86,Digitado manual
1795,154,5,2023-01-16,2565.18,5.0,3.73,3.35,17.9,
1796,28,5,2023-01-16,649.31,8.2,4.61,3.63,18.19,Digitado manual
1797,118,16,2023-01-16,507.35,5.2,3.03,3.56,19.09,Digitado manual
1802,202,4,16/01/2023,2927.64,8.9,4.55,2.91,,Revisar valor
1805,200,3,16/01/2023,1552.86,4.8,4.27,3.06,17.13,
1807,68,4,2023-01-16,1725.25,5.9,,3.95,14.93,
1809,21,14,16/01/2023,2236.61,2.9,4.18,3.33,18.28,Digitado manual
1810,29,16,2023-01-16,1156.19,9.0,5.16,3.97,15.14,Revisar valor
1811,47,14,2023-01-16,2787.77,4.6,4.36,3.94,17.47,Revisar valor
1812,106,6,2023-01-16,3853.21,5.1,3.24,3.64,14.26,Digitado manual
1814,75,15,16/01/2023,1181.64,3.4,4.07,3.58,14.42,
1818,105,13,16/01/2023,3715.94,3.6,3.15,2.9,18.96,Revisar valor
1826,215,18,17/01/2023,217.05,9.7,4.61,3.2,14.39,Revisar valor
1829,173,19,17/01/2023,4294.64,4.4,4.74,,16.08,
1833,94,17,17/01/2023,2111.02,6.3,4.02,3.45,,
1836,118,1,2023-01-17,3627.8,5.7,3.6,3.44,16.05,Digitado manual
1837,160,20,2023-01-17,2431.3,8.7,3.06,3.89,,
1841,33,15,17/01/2023,4209.3,9.9,4.61,,14.61,Revisar valor
1846,195,12,2023-01-17,4740.98,9.2,5.27,3.66,16.96,Digitado manual
1848,63,7,2023-01-17,1898.89,7.3,4.27,3.47,17.97,Digitado manual
1853,6,20,17/01/2023,1145.95,8.1,4.74,3.9,14.85,Revisar valor
1863,30,17,2023-01-17,2236.71,2.9,4.64,2.82,14.36,Digitado manual
1868,204,9,17/01/2023,3667.29,3.1,3.93,3.02,14.66,Digitado manual
1869,22,9,17/01/2023,3034.26,3.6,5.13,3.16,17.69,Digitado manual
1874,25,12,17/01/2023,204.7,8.8,5.1,3.84,,
1877,102,9,2023-01-17,3948.18,5.3,4.7,2.88,14.88,
1879,245,18,2023-01-17,1547.92,4.5,3.25,3.46,,
1882,8,6,17/01/2023,3310.48,,3.32,3.66,19.8,Digitado manual
1883,130,9,2023-01-17,2392.41,6.5,3.07,3.44,14.63,Revisar valor
1887,90,18,17/01/2023,2032.08,,3.91,2.92,19.11,Digitado manual
1893,120,6,2023-01-17,3874.44,8.0,5.39,3.51,15.01,Digitado manual
1895,154,16,2023-01-17,815.76,3.0,3.22,3.64,19.68,Revisar valor
1896,117,15,2023-01-17,4270.32,6.2,5.09,3.1,19.37,Revisar valor
1897,143,11,2023-01-17,2354.22,3.3,3.27,3.13,18.74,Digitado manual
1898,53,18,17/01/2023,1908.54,7.0,5.49,2.81,15.27,
1905,92,19,2023-01-17,4364.36,6.4,3.38,4.0,17.79,Revisar valor
1908,176,18,17/01/2023,4093.27,5.2,3.65,3.79,17.33,Revisar valor
1913,104,10,17/01/2023,253.78,3.1,3.43,3.12,17.15,
1915,146,9,2023-01-17,3314.3,3.3,4.38,2.99,14.18,
1916,24,12,17/01/2023,1374.32,2.1,4.1,3.87,18.01,Digitado manual
1925,40,18,17/01/2023,4730.13,,3.67,3.8,16.08,
1929,202,13,2023-01-17,3749.95,7.3,4.08,3.45,16.74,Revisar valor
1930,239,1,2023-01-17,711.16,9.0,4.08,3.82,19.45,Revisar valor
1935,37,9,17/01/2023,4159.16,9.2,4.09,3.64,19.4,
1938,203,2,2023-01-17,2154.58,7.4,4.28,3.66,18.62,Revisar valor
1940,110,16,17/01/2023,907.66,5.7,,3.06,14.88,Revisar valor
1943,116,10,17/01/2023,4223.35,4.2,4.15,3.61,16.33,Digitado manual
1946,64,1,17/01/2023,3978.62,9.7,4.19,3.47,15.59,Digitado manual
1958,218,18,2023-01-18,666.08,8.1,4.37,2.85,15.18,
1959,72,7,2023-01-18,4131.8,4.1,5.46,3.9,17.65,Revisar valor
1961,240,3,18/01/2023,618.35,3.6,5.21,3.03,14.38,
1964,96,6,18/01/2023,3958.81,6.8,4.02,3.89,14.92,Digitado manual
1967,186,16,2023-01-18,804.54,4.8,3.43,3.8,16.29,Revisar valor
1970,62,9,18/01/2023,3372.84,6.5,4.84,3.03,14.73,Digitado manual
1972,75,2,18/01/2023,2117.28,,4.98,3.11,16.15,Revisar valor
1975,88,17,18/01/2023,2671.15,9.4,5.2,3.64,17.68,Revisar valor
1978,205,9,18/01/2023,280.05,8.9,4.99,3.68,19.7,
1980,168,14,18/01/2023,4436.98,5.8,5.05,3.07,,Digitado manual
1981,169,17,2023-01-18,2871.65,5.2,4.87,3.76,17.96,Digitado manual
1982,109,18,18/01/2023,1000.64,7.3,3.4,3.66,18.56,Digitado manual
1985,235,3,2023-01-18,2959.24,3.8,3.2,3.88,18.25,
1986,47,20,2023-01-18,961.48,5.9,4.14,3.96,17.82,
1988,174,12,18/01/2023,1275.29,8.3,3.9,3.17,16.42,Revisar valor
1991,111,20,2023-01-18,1231.84,3.3,4.38,3.42,,
1992,232,17,2023-01-18,597.5,9.8,4.98,,19.03,
1993,162,12,18/01/2023,1252.03,8.4,4.0,2.93,15.57,Revisar valor
1995,172,11,18/01/2023,861.37,8.0,4.74,3.55,17.6,Revisar valor
1999,67,3,18/01/2023,4189.71,7.3,4.74,3.53,16.9,Revisar valor
2004,21,8,2023-01-18,4508.46,4.4,3.53,3.36,17.98,Revisar valor
2013,20,1,18/01/2023,573.6,,3.26,3.93,18.74,
2022,81,5,18/01/2023,4707.08,7.4,4.99,3.12,15.93,Digitado manual
2026,27,18,2023-01-18,1823.01,8.6,3.25,3.33,16.57,Revisar valor
2027,82,9,2023-01-18,678.64,8.9,3.65,3.0,15.57,
2028,199,2,18/01/2023,1151.97,9.2,4.11,,14.01,Digitado manual
2031,71,17,2023-01-18,400.62,,3.75,3.78,15.36,Digitado manual
2032,198,11,18/01/2023,976.81,8.4,4.07,3.51,14.22,Digitado manual
2035,80,19,2023-01-18,2106.11,5.1,4.16,3.95,14.4,
2040,24,12,18/01/2023,1109.11,6.1,4.77,2.81,18.85,Digitado manual
2041,131,16,2023-01-18,2378.22,2.7,,3.29,14.34,
2042,230,13,2023-01-18,553.83,2.0,3.98,3.08,17.33,Digitado manual
2045,1,19,18/01/2023,1292.7,8.3,4.81,3.89,19.38,
2046,234,1,18/01/2023,4367.75,4.4,,3.16,16.63,Digitado manual
2054,243,10,2023-01-19,1428.44,9.2,3.02,3.33,15.82,Revisar valor
2055,113,18,19/01/2023,1798.5,8.9,4.38,3.34,,Revisar valor
2059,32,4,19/01/2023,2971.7,5.4,4.9,3.41,14.12,
2063,108,13,19/01/2023,4161.14,2.4,4.92,3.45,,
2066,170,2,2023-01-19,2409.46,7.8,4.24,3.97,14.17,Revisar valor
2070,139,10,2023-01-19,1804.38,7.6,4.98,3.02,16.81,Digitado manual
2071,168,12,19/01/2023,2177.82,6.8,4.36,3.01,19.71,Digitado manual
2073,74,10,2023-01-19,1148.25,7.0,4.24,3.84,14.66,Digitado manual
2075,42,10,2023-01-19,4654.86,3.0,5.16,3.55,,
2085,158,14,19/01/2023,3675.77,5.5,5.16,3.07,19.74,Digitado manual
2086,151,11,2023-01-19,2121.18,8.8,4.68,3.75,15.05,
2088,65,7,2023-01-19,3219.54,2.4,4.06,3.01,16.85,
2089,72,7,19/01/2023,3241.0,7.7,3.14,2.85,16.4,Revisar valor
2093,103,12,2023-01-19,4147.02,9.2,4.86,3.17,19.59,
2094,182,4,2023-01-19,3159.06,4.7,4.89,3.94,16.35,Revisar valor
2095,8,5,2023-01-19,1033.65,9.8,3.04,2.94,19.07,
2096,97,12,19/01/2023,3414.15,9.1,3.59,,16.61,Digitado manual
2097,145,11,19/01/2023,399.37,6.9,4.25,3.58,16.76,Revisar valor
2098,67,14,2023-01-19,1111.27,2.2,3.11,,19.5,
2102,1,6,19/01/2023,3841.58,,5.37,,17.83,Revisar valor
2107,239,13,2023-01-19,3410.41,3.7,5.32,2.86,16.63,
2108,49,5,19/01/2023,903.44,4.8,3.87,3.75,16.82,Revisar valor
2125,209,4,19/01/2023,3826.97,9.6,4.41,2.81,19.53,
2127,211,13,19/01/2023,4003.45,5.6,5.04,,14.63,Digitado manual
2128,136,9,2023-01-19,1897.7,4.5,4.91,3.59,,Revisar valor
2131,226,8,2023-01-19,220.67,3.3,4.13,2.88,14.27,Revisar valor
2132,137,2,19/01/2023,4750.17,2.6,4.51,3.15,14.99,Revisar valor
2136,28,2,2023-01-19,1146.9,5.6,5.33,2.93,,Digitado manual
2137,30,6,19/01/2023,375.27,9.4,3.73,3.77,17.55,
2140,3,12,2023-01-19,1064.54,3.7,3.28,3.37,15.41,Digitado manual
2141,146,2,2023-01-20,3100.82,4.6,3.43,2.81,18.7,Digitado manual
2142,223,2,20/01/2023,733.21,2.7,3.18,3.5,15.55,Revisar valor
2145,110,7,20/01/2023,813.71,2.6,3.66,3.61,16.8,
2156,203,7,2023-01-20,2104.82,3.2,3.74,2.81,16.07,Digitado manual
2158,208,5,20/01/2023,1862.03,4.0,4.71,3.38,16.35,Revisar valor
2162,217,6,2023-01-20,2704.17,7.1,4.07,3.9,,
2170,160,10,2023-01-20,347.01,8.3,3.07,3.59,15.8,
2172,123,14,2023-01-20,3153.31,2.8,3.49,2.99,14.96,
2177,117,19,2023-01-20,2635.99,5.8,4.08,3.82,19.41,Revisar valor
2182,21,7,20/01/2023,1071.36,5.0,4.94,3.9,16.75,Digitado manual
2183,62,19,20/01/2023,537.67,9.1,,3.99,16.34,
2186,52,20,2023-01-20,3285.0,6.1,3.26,3.11,17.45,Revisar valor
2195,2,1,2023-01-20,3615.68,3.9,4.45,2.96,,
2203,82,11,20/01/2023,805.13,5.4,4.22,3.76,18.76,
2205,198,5,2023-01-20,2121.48,9.6,,3.94,14.37,Digitado manual
2207,31,2,20/01/2023,3455.43,3.7,3.63,3.35,19.36,
2211,87,15,2023-01-20,2556.78,8.3,5.33,3.03,17.96,
2213,101,9,20/01/2023,2982.03,,4.42,3.79,19.32,Digitado manual
2214,151,9,2023-01-20,2311.81,9.3,3.44,3.34,15.5,Revisar valor
2215,143,15,20/01/2023,4549.47,2.0,4.51,3.37,19.21,
2219,68,16,2023-01-20,2126.81,9.8,3.92,3.36,19.39,Revisar valor
2222,103,4,20/01/2023,3488.74,,4.17,3.94,15.71,Digitado manual
2223,54,19,20/01/2023,1279.69,5.0,3.95,3.58,,Digitado manual
